district,neighborhood,room,living room,area (m2),age,floor,price
Avcılar,Merkez Mah.,2,1,90,29,4,12000
Sarıyer,Kireçburnu Mah.,2,1,120,15,1,33000
Kadıköy,Fenerbahçe Mah.,2,1,70,3,0,45000
Bakırköy,Yeşilköy Mah.,2,1,90,0,1,55000
Kadıköy,Fenerbahçe Mah.,2,1,70,3,0,45000
Bakırköy,Yeşilköy Mah.,2,1,90,0,1,55000
Esenyurt,Mehterçeşme Mah.,2,1,105,5,1,14000
Beylikdüzü,Gürpınar Mah.,2,1,100,0,-1,20000
Beykoz,Kavacık Mah.,1,1,130,15,2,15000
Şişli,Mecidiyeköy Mah.,2,1,85,5,1,25000
Güngören,Merkez Mah.,3,1,130,30,4,20000
Fatih,Şehremini Mah.,2,1,85,30,0,20000
Zeytinburnu,Veliefendi Mah.,1,1,85,28,-1,14000
Bakırköy,Ataköy 2-5-6. Kısım Mah.,5,1,330,6,13,200000
Esenyurt,İnönü Mah.,2,1,85,0,2,16000
Kağıthane,Çağlayan Mah.,2,1,85,4,1,23000
Beşiktaş,Kuruçeşme Mah.,3,1,140,20,0,40000
Üsküdar,Mehmet Akif Ersoy Mah.,3,1,140,40,1,19000
Küçükçekmece,İstasyon Mah.,2,1,90,6,0,15000
Üsküdar,Zeynep Kamil Mah.,2,1,90,31,4,25000
Kağıthane,Çeliktepe Mah.,4,1,160,26,2,30000
Şile,Çavuş Mah.,1,1,80,21,1,18000
Ümraniye,Esenevler Mah.,4,2,150,16,4,33000
Pendik,Velibaba Mah.,2,1,90,5,2,22500
Küçükçekmece,Yeşilova Mah.,2,1,90,31,2,17500
Beylikdüzü,Adnan Kahveci Mah.,3,2,230,5,4,32000
Pendik,Yayalar Mah.,3,1,150,20,1,35000
Esenler,Oruçreis Mah.,3,1,120,27,2,17000
Beykoz,Göztepe Mah.,3,1,130,15,1,80000
Bayrampaşa,Kocatepe Mah.,2,1,138,6,3,35000
Şişli,İnönü Mah.,1,1,70,31,2,27500
Bağcılar,Bağlar Mah.,3,1,120,26,2,18500
Küçükçekmece,Fevzi Çakmak Mah.,2,1,55,0,0,15000
Ümraniye,Yamanevler Mah.,2,1,95,21,2,19000
Küçükçekmece,Fevzi Çakmak Mah.,3,1,110,30,2,15000
Beyoğlu,Sururi Mehmet Efendi Mah.,1,1,65,38,1,25000
Esenyurt,Zafer Mah.,2,1,110,7,11,15000
Esenyurt,Bağlarçeşme Mah.,1,1,65,9,2,15000
Sarıyer,Ferahevler Mah.,3,1,180,26,4,38000
Sarıyer,Zekeriyaköy Mah.,1,1,46,8,1,37000
Büyükçekmece,Atatürk Mah.,3,1,150,18,3,30000
Sarıyer,Huzur Mah.,1,0,50,5,21,40000
Avcılar,Cihangir Mah.,3,1,120,30,4,21000
Esenyurt,Barbaros Hayrettin Paşa Mah.,3,1,135,10,2,27000
Beyoğlu,Firuzağa Mah.,1,1,45,35,2,30000
Maltepe,Altıntepe Mah.,1,1,60,30,1,10000
Üsküdar,Mimar Sinan Mah.,3,1,145,31,2,35000
Beykoz,Merkez Mah.,1,1,60,21,0,21000
Sarıyer,Büyükdere Mah.,3,2,185,25,2,50000
Beyoğlu,Cihangir Mah.,2,1,140,30,4,90000
Eyüpsultan,Karadolap Mah.,3,1,120,20,2,27000
Maltepe,Zümrütevler Mah.,4,2,200,5,4,41000
Bahçelievler,Bahçelievler Mah.,3,1,200,35,4,40000
Pendik,Yenişehir Mah.,2,1,100,12,3,35000
Fatih,Şehremini Mah.,3,1,95,40,5,28500
Bakırköy,Şenlikköy Mah.,5,1,230,4,3,100000
Maltepe,Fındıklı Mah.,2,1,85,4,1,24250
Bahçelievler,Şirinevler Mah.,2,1,120,25,2,17000
Eyüpsultan,Göktürk Merkez Mah.,14,1,215,0,5,125000
Sancaktepe,Meclis Mah.,3,1,144,31,2,22250
Silivri,Yeni Mah.,1,1,55,1,2,22500
Kartal,Cumhuriyet Mah.,2,1,80,1,4,35000
Kartal,Hürriyet Mah.,2,1,98,3,14,45000
Kağıthane,Merkez Mah.,1,1,88,4,7,50000
Ümraniye,Saray Mah.,1,1,82,19,2,30000
Beşiktaş,Akat Mah.,3,1,175,31,0,149000
Şişli,Fulya Mah.,2,1,178,5,21,130000
Ataşehir,Kayışdağı Mah.,1,0,37,5,4,22500
Beylikdüzü,Sahil Mah.,3,1,180,0,1,38000
Ataşehir,İçerenköy Mah.,3,1,120,12,1,35000
Bakırköy,Sakızağacı Mah.,5,1,400,1,2,200000
Kağıthane,Hürriyet Mah.,3,1,220,5,8,55000
Şişli,Mecidiyeköy Mah.,1,1,55,5,5,17000
Şişli,Fulya Mah.,3,1,150,30,4,35000
Beyoğlu,Gümüşsuyu Mah.,1,1,55,22,1,27000
Çekmeköy,Mimar Sinan Mah.,1,1,79,5,1,22500
Fatih,Mevlanakapı Mah.,2,1,85,45,3,18000
Fatih,Akşemsettin Mah.,3,1,100,31,1,25000
Şişli,Halide Edip Adıvar Mah.,2,1,100,20,1,27000
Kağıthane,Seyrantepe Mah.,2,1,100,5,2,28000
Zeytinburnu,Çırpıcı Mah.,2,1,90,35,3,15000
Esenyurt,Barbaros Hayrettin Paşa Mah.,2,1,105,11,1,18000
Fatih,Ayvansaray Mah.,1,1,45,31,0,10000
Çekmeköy,Ekşioğlu Mah.,2,1,85,4,1,25000
Kartal,Atalar Mah.,3,1,120,26,2,25000
Üsküdar,Murat Reis Mah.,2,1,115,42,1,25000
Sarıyer,Bahçeköy Merkez Mah.,2,1,135,26,5,35000
Fatih,Zeyrek Mah.,2,1,70,62,4,17500
Kartal,Karlıktepe Mah.,1,1,92,5,21,35000
Çekmeköy,Çatalmeşe Mah.,5,1,300,26,0,80000
Kağıthane,Şirintepe Mah.,1,1,65,25,5,20000
Fatih,Cerrahpaşa Mah.,2,1,130,40,2,25000
Beyoğlu,İstiklal Mah.,1,1,82,2,21,45000
Bakırköy,Yeşilköy Mah.,2,1,110,4,3,70000
Beyoğlu,Yenişehir Mah.,2,1,95,25,2,22000
Maltepe,İdealtepe Mah.,2,1,85,0,3,46000
Beşiktaş,Akat Mah.,3,1,90,40,-1,35000
Kadıköy,Bostancı Mah.,3,1,120,42,4,35000
Fatih,Ayvansaray Mah.,1,1,65,30,1,18500
Bahçelievler,Soğanlı Mah.,2,1,80,0,1,25000
Küçükçekmece,Atakent Mah.,1,1,66,26,10,20000
Kağıthane,Sultan Selim Mah.,2,1,100,32,2,28000
Fatih,Aksaray Mah.,1,1,45,40,0,16000
Beykoz,Çiğdem Mah.,1,1,75,25,1,17000
Gaziosmanpaşa,Mevlana Mah.,3,1,125,2,1,30500
Beylikdüzü,Sahil Mah.,2,1,64,1,2,36000
Eyüpsultan,Göktürk Merkez Mah.,3,1,148,0,2,80000
Üsküdar,Çengelköy Mah.,3,1,113,1,2,65000
Üsküdar,Güzeltepe Mah.,4,1,195,1,6,110000
Üsküdar,Zeynep Kamil Mah.,2,1,120,35,4,27500
Beşiktaş,Dikilitaş Mah.,2,1,95,38,1,30000
Gaziosmanpaşa,Barbaros Hayrettinpaşa Mah.,2,1,110,26,2,25000
Kağıthane,Çağlayan Mah.,2,1,85,30,2,18000
Maltepe,Küçükyalı Mah.,2,1,110,26,3,23000
Kağıthane,Çeliktepe Mah.,1,1,65,7,6,35000
Şişli,Cumhuriyet Mah.,2,1,80,20,0,20000
Sarıyer,Maslak Mah.,3,1,170,10,6,80000
Sarıyer,Huzur Mah.,2,1,121,2,2,72500
Sarıyer,Huzur Mah.,2,1,90,30,1,20000
Maltepe,Çınar Mah.,2,1,85,0,2,38750
Esenyurt,Mehterçeşme Mah.,2,1,100,11,2,17000
Ümraniye,Aşağı Dudullu Mah.,3,1,110,10,4,39000
Avcılar,Mustafa Kemal Paşa Mah.,3,1,130,5,1,26000
Esenyurt,Piri Reis Mah.,1,1,60,10,2,13000
Bahçelievler,Soğanlı Mah.,2,1,95,27,5,15000
Beykoz,Yeni Mahalle Mah.,2,1,120,25,4,16000
Kartal,Uğur Mumcu Mah.,3,1,135,20,3,27500
Pendik,Çınardere Mah.,3,1,120,1,4,35000
Fatih,Silivrikapı Mah.,2,1,75,40,1,15000
Beşiktaş,Gayrettepe Mah.,1,1,75,3,3,70000
Bakırköy,Şenlikköy Mah.,4,1,220,30,2,80000
Kağıthane,Yeşilce Mah.,3,1,100,29,1,18000
Bağcılar,Mahmutbey Mah.,2,1,72,0,18,35000
Küçükçekmece,Atakent Mah.,1,1,94,5,12,36500
Üsküdar,Zeynep Kamil Mah.,2,1,65,35,0,13500
Sarıyer,Ferahevler Mah.,3,1,250,4,5,180000
Kadıköy,Fenerbahçe Mah.,3,1,120,5,3,72000
Kadıköy,Göztepe Mah.,3,2,168,0,8,107000
Kağıthane,Talatpaşa Mah.,2,1,90,21,3,26000
Kartal,Yakacık Yeni Mah.,3,1,115,0,6,32000
Kağıthane,Gürsel Mah.,2,1,75,30,1,25000
Başakşehir,Altınşehir Mah.,2,1,90,0,0,12000
Şişli,Merkez Mah.,2,1,121,15,4,34000
Sarıyer,Maslak Mah.,3,1,325,8,21,240000
Küçükçekmece,Atakent Mah.,1,1,65,30,5,25000
Eyüpsultan,Karadolap Mah.,1,1,110,5,-3,22500
Kağıthane,Telsizler Mah.,1,1,55,30,2,18000
Esenyurt,Yeşilkent Mah.,2,1,100,3,1,14000
Kağıthane,Çağlayan Mah.,2,1,85,0,6,27500
Fatih,Aksaray Mah.,2,1,95,40,2,27000
Beşiktaş,Nisbetiye Mah.,3,1,221,0,21,220000
Sarıyer,Huzur Mah.,2,1,100,4,21,75000
Başakşehir,Başak Mah.,4,1,194,13,17,60000
Avcılar,Gümüşpala Mah.,2,1,90,30,3,20000
Kadıköy,Osmanağa Mah.,1,1,40,26,3,25000
Sarıyer,Sarıyer Merkez Mah.,1,1,70,30,5,25000
Fatih,Balat Mah.,1,1,55,30,4,15000
Ataşehir,Kayışdağı Mah.,2,1,85,35,0,30000
Esenler,Birlik Mah.,2,1,85,16,0,20000
Üsküdar,Güzeltepe Mah.,2,1,95,35,1,20000
Sarıyer,Maden Mah.,1,1,95,18,3,28000
Şişli,Kuştepe Mah.,2,1,110,20,3,28000
Şişli,İnönü Mah.,2,1,120,40,4,39000
Esenyurt,Üçevler Mah.,2,1,110,4,0,9000
Sarıyer,Pınar Mah.,1,1,70,26,0,20000
Sarıyer,Maslak Mah.,1,1,85,5,16,47000
Üsküdar,Zeynep Kamil Mah.,2,1,90,40,0,17500
Beşiktaş,Yıldız Mah.,2,1,85,40,3,35000
Başakşehir,Ziya Gökalp Mah.,4,1,216,4,13,80000
Beşiktaş,Dikilitaş Mah.,2,1,90,31,0,36000
Kadıköy,Osmanağa Mah.,2,1,70,26,1,32500
Sarıyer,Maslak Mah.,1,1,96,5,7,50000
Avcılar,Cihangir Mah.,2,1,95,20,2,16000
Şişli,Merkez Mah.,3,1,120,31,3,35000
Şişli,Gülbahar Mah.,2,1,100,25,2,20000
Eyüpsultan,Sakarya Mah.,2,1,80,5,-1,20000
Beylikdüzü,Barış Mah.,3,1,145,25,3,25000
Bayrampaşa,Altıntepsi Mah.,1,1,75,35,0,14000
Küçükçekmece,Sultan Murat Mah.,4,2,160,8,3,37000
Üsküdar,Ünalan Mah.,1,1,75,30,2,13500
Maltepe,Fındıklı Mah.,2,1,75,0,-1,23500
Beşiktaş,Gayrettepe Mah.,2,1,120,16,-2,37500
Sarıyer,Maden Mah.,4,1,280,5,0,170000
Üsküdar,Ünalan Mah.,2,2,110,3,3,50000
Kağıthane,Talatpaşa Mah.,1,1,70,11,3,17500
Başakşehir,Bahçeşehir 1. Kısım Mah.,1,1,73,13,0,35000
Başakşehir,Bahçeşehir 1. Kısım Mah.,3,1,163,5,2,39000
Başakşehir,Kayabaşı Mah.,3,1,135,5,3,36000
Kağıthane,Merkez Mah.,2,1,90,24,2,25500
Sarıyer,Emirgan Mah.,2,1,235,25,5,215000
Gaziosmanpaşa,Sarıgöl Mah.,1,1,70,7,-1,15000
Bakırköy,Zuhuratbaba Mah.,2,1,95,7,3,55000
Şişli,Kuştepe Mah.,1,1,121,14,21,68000
Şişli,Duatepe Mah.,3,1,100,25,2,23000
Esenyurt,Piri Reis Mah.,2,1,100,0,3,30000
Esenyurt,Yeşilkent Mah.,1,1,80,2,0,14000
Sarıyer,Maslak Mah.,3,1,185,11,13,75000
Beşiktaş,Levazım Mah.,3,1,180,31,3,81900
Avcılar,Cihangir Mah.,3,1,160,6,-2,38000
Beyoğlu,Tomtom Mah.,4,2,250,150,5,100000
Bayrampaşa,Kartaltepe Mah.,2,1,81,25,1,22500
Kağıthane,Şirintepe Mah.,2,1,80,5,-1,19000
Fatih,Molla Gürani Mah.,1,1,60,30,3,20000
Kartal,Cevizli Mah.,2,1,90,9,1,22500
Zeytinburnu,Yenidoğan Mah.,2,1,85,29,3,28500
Arnavutköy,İslambey Mah.,2,1,95,5,1,18000
Kağıthane,Yahya Kemal Mah.,1,1,75,0,1,36000
Beyoğlu,Çatma Mescit Mah.,1,1,65,20,1,20000
Bahçelievler,Bahçelievler Mah.,3,1,130,40,2,34000
Tuzla,Mimar Sinan Mah.,2,1,95,4,3,25000
Beykoz,Kavacık Mah.,1,1,70,30,1,16000
Bakırköy,Zuhuratbaba Mah.,2,1,95,7,3,55000
Eyüpsultan,Göktürk Merkez Mah.,3,0,130,5,5,65000
Beşiktaş,Akat Mah.,3,1,175,31,0,149000
Kartal,Hürriyet Mah.,2,1,98,3,4,45000
Şişli,Mecidiyeköy Mah.,2,1,190,5,21,125000
Kadıköy,Kozyatağı Mah.,1,1,150,14,1,60000
Ataşehir,Kayışdağı Mah.,3,2,160,5,3,31000
Başakşehir,Bahçeşehir 2. Kısım Mah.,3,1,200,4,6,33000
Esenyurt,Akevler Mah.,2,1,80,5,2,15000
Fatih,Molla Gürani Mah.,1,1,70,38,3,15000
Şişli,İnönü Mah.,2,1,90,30,-1,20000
Fatih,Şehremini Mah.,2,1,110,50,3,22000
Sarıyer,Ayazağa Mah.,2,1,90,10,7,25500
Şişli,Halide Edip Adıvar Mah.,3,1,140,20,5,35000
Beyoğlu,Hacıahmet Mah.,2,1,70,40,2,14500
Arnavutköy,Karaburun Mah.,3,1,115,1,2,35000
Şişli,Fulya Mah.,2,1,110,25,3,47000
Büyükçekmece,Mimar Sinan Merkez Mah.,3,1,150,16,2,30000
Fatih,Yedikule Mah.,2,1,65,20,-1,10100
Bakırköy,Osmaniye Mah.,2,1,85,31,1,20500
Sarıyer,Maslak Mah.,1,1,85,10,6,50000
Eyüpsultan,Emniyettepe Mah.,1,1,55,6,2,21500
Fatih,Haseki Sultan Mah.,4,1,170,24,1,35000
Kadıköy,Göztepe Mah.,3,1,160,30,2,85000
Avcılar,Mustafa Kemal Paşa Mah.,2,1,85,40,2,15000
Sultanbeyli,Adil Mah.,6,1,230,0,4,42000
Maltepe,Bağlarbaşı Mah.,1,1,65,0,2,28500
Beyoğlu,Tomtom Mah.,1,1,75,51,2,53600
Ümraniye,Tantavi Mah.,2,1,75,25,1,23000
Eyüpsultan,Güzeltepe Mah.,2,1,90,20,1,24000
Beykoz,Kavacık Mah.,4,1,220,11,8,60000
Şişli,Halaskargazi Mah.,1,1,55,40,1,35000
Fatih,Seyyid Ömer Mah.,1,1,60,9,1,18750
Şişli,Cumhuriyet Mah.,1,1,82,5,21,47000
Beşiktaş,Gayrettepe Mah.,2,1,100,14,5,35000
Gaziosmanpaşa,Yıldıztabya Mah.,2,1,100,5,3,22000
Sultangazi,Yunus Emre Mah.,1,1,80,5,10,25000
Fatih,Şehremini Mah.,2,1,80,40,3,24000
Şişli,Gülbahar Mah.,2,1,85,20,0,12500
Beyoğlu,Şehit Muhtar Mah.,1,1,55,31,2,23500
Kartal,Orta Mah.,3,1,120,9,5,34000
Şişli,Feriköy Mah.,1,1,70,16,0,26000
Şişli,Feriköy Mah.,3,1,120,24,1,35000
Ümraniye,Yukarı Dudullu Mah.,2,1,70,5,3,22000
Sarıyer,Yeniköy Mah.,2,1,95,30,4,27000
Beyoğlu,Örnektepe Mah.,2,1,70,13,0,18000
Bağcılar,Kirazlı Mah.,3,1,150,23,3,23000
Esenler,Tuna Mah.,2,1,100,30,0,12000
Esenyurt,Güzelyurt Mah.,2,1,110,10,4,18000
Sancaktepe,Fatih Mah.,4,1,210,7,4,25000
Beyoğlu,Kılıçali Paşa Mah.,2,1,100,0,4,77000
Şişli,Eskişehir Mah.,1,1,60,40,1,19000
Sarıyer,Maslak Mah.,3,1,170,10,10,83000
Ümraniye,Çamlık Mah.,2,1,115,2,2,45000
Esenyurt,Mehmet Akif Ersoy Mah.,2,1,100,12,5,20000
Kartal,Atalar Mah.,2,1,130,30,1,20500
Kağıthane,Sultan Selim Mah.,1,1,65,9,0,17000
Şişli,Mecidiyeköy Mah.,1,0,64,25,2,18000
Beylikdüzü,Sahil Mah.,2,1,91,1,-1,35000
Beşiktaş,Abbasağa Mah.,1,1,85,26,0,19000
Fatih,Akşemsettin Mah.,3,1,135,40,1,37000
Sarıyer,Bahçeköy Yeni Mah.,3,1,180,21,8,40000
Kadıköy,Osmanağa Mah.,1,0,20,30,5,11000
Bahçelievler,Şirinevler Mah.,2,1,85,34,2,19000
Kağıthane,Yahya Kemal Mah.,1,1,65,40,1,13000
Şişli,Mecidiyeköy Mah.,1,1,60,0,3,35000
Silivri,Mimar Sinan Mah.,3,1,130,10,1,20000
Ümraniye,Atatürk Mah.,2,1,90,26,3,25000
Esenler,Fatih Mah.,2,1,95,5,1,20000
Şile,Balibey Mah.,1,1,90,11,0,25000
Beyoğlu,Evliya Çelebi Mah.,4,1,165,30,1,70000
Avcılar,Üniversite Mah.,3,1,180,10,-1,35000
Pendik,Esenyalı Mah.,3,1,120,1,3,31000
Tuzla,Aydınlı Mah.,3,1,148,26,0,16000
Sultanbeyli,Akşemsettin Mah.,2,1,100,30,0,16000
Avcılar,Mustafa Kemal Paşa Mah.,4,2,130,5,4,28000
Büyükçekmece,Sinanoba Mah.,4,1,135,21,4,35000
Zeytinburnu,Sümer Mah.,3,1,130,3,9,60000
Tuzla,Mimar Sinan Mah.,2,1,100,16,9,19000
Kadıköy,Suadiye Mah.,4,1,190,26,10,80000
Kartal,Cumhuriyet Mah.,2,1,100,0,4,24500
Kadıköy,Zühtüpaşa Mah.,3,1,130,31,11,34000
Eyüpsultan,Mithatpaşa Mah.,1,1,55,0,0,24000
Pendik,Güzelyalı Mah.,3,1,150,25,2,26000
Silivri,Alipaşa Mah.,2,1,85,3,3,20000
Kadıköy,Caferağa Mah.,2,1,120,10,4,67000
Kadıköy,Fenerbahçe Mah.,5,1,330,16,13,260000
Eyüpsultan,Mithatpaşa Mah.,3,1,145,5,0,47500
Üsküdar,Zeynep Kamil Mah.,2,1,80,40,0,17000
Şişli,Esentepe Mah.,3,1,135,31,5,40000
Pendik,Çamçeşme Mah.,2,1,87,5,10,30000
Bakırköy,Kartaltepe Mah.,3,1,125,35,2,30000
Başakşehir,Kayabaşı Mah.,2,1,68,11,8,18000
Sarıyer,Zekeriyaköy Mah.,4,1,240,11,0,95000
Kartal,Kordonboyu Mah.,2,1,115,8,2,52500
Pendik,Fevzi Çakmak Mah.,2,1,90,0,1,30000
Gaziosmanpaşa,Karadeniz Mah.,1,1,74,10,10,30000
Kadıköy,Fikirtepe Mah.,2,1,92,2,20,50000
Pendik,Dumlupınar Mah.,3,1,118,0,0,35000
Kağıthane,Talatpaşa Mah.,2,1,95,1,4,20000
Gaziosmanpaşa,Merkez Mah.,2,1,75,2,1,19500
Güngören,Gençosman Mah.,3,1,125,25,1,28000
Beykoz,Acarlar Mah.,2,1,131,1,0,120000
Başakşehir,Başakşehir Mah.,2,1,70,16,2,25000
Silivri,Balaban Mah.,4,1,250,16,0,45000
Üsküdar,Ünalan Mah.,1,1,70,0,0,30000
Bakırköy,Sakızağacı Mah.,1,1,85,2,14,47000
Beylikdüzü,Adnan Kahveci Mah.,1,1,80,10,2,24000
Kağıthane,Ortabayır Mah.,1,1,85,30,5,20000
Maltepe,Bağlarbaşı Mah.,2,1,100,0,3,45500
Kağıthane,Hamidiye Mah.,3,1,120,16,4,35000
Pendik,Güzelyalı Mah.,3,1,150,15,5,25500
Kartal,Soğanlık Yeni Mah.,4,2,200,4,9,55000
Avcılar,Cihangir Mah.,2,1,90,26,4,16000
Başakşehir,Başakşehir Mah.,3,0,120,27,1,30000
Kadıköy,Göztepe Mah.,4,1,350,5,21,300000
Şişli,Fulya Mah.,2,1,178,5,21,135000
Beykoz,Riva Mah.,6,1,574,5,0,140000
Kadıköy,Suadiye Mah.,3,1,150,5,16,105000
Esenyurt,Barbaros Hayrettin Paşa Mah.,3,1,145,21,10,20500
Maltepe,Feyzullah Mah.,2,1,90,4,3,32500
Kadıköy,Göztepe Mah.,3,2,207,0,8,107000
Şile,Meşrutiyet Mah.,4,1,280,11,0,30000
Çekmeköy,Hamidiye Mah.,3,1,130,11,0,27000
Büyükçekmece,Çakmaklı Mah.,1,1,75,0,2,18000
Zeytinburnu,Sümer Mah.,3,1,140,30,11,28000
Kartal,Yakacık Yeni Mah.,1,1,60,3,4,27000
Kartal,Yakacık Yeni Mah.,3,1,135,1,12,42000
Fatih,Karagümrük Mah.,3,1,145,31,2,41000
Beşiktaş,Mecidiye Mah.,3,1,158,27,5,75000
Maltepe,Girne Mah.,3,1,115,35,3,37000
Avcılar,Tahtakale Mah.,2,1,107,1,1,22000
Beyoğlu,Bereketzade Mah.,3,1,220,100,2,100000
Beykoz,Göztepe Mah.,4,2,285,30,0,68000
Kadıköy,Osmanağa Mah.,1,1,50,40,2,28000
Kadıköy,Suadiye Mah.,2,1,100,9,2,63000
Fatih,İskenderpaşa Mah.,1,1,62,30,2,18500
Kağıthane,Hürriyet Mah.,3,1,225,5,8,55000
Fatih,Mevlanakapı Mah.,2,1,65,0,1,24000
Sarıyer,Ayazağa Mah.,2,1,125,0,9,95000
Fatih,Balat Mah.,1,1,65,30,0,15000
Esenyurt,Selahaddin Eyyubi Mah.,2,1,115,5,4,16000
Beyoğlu,Kocatepe Mah.,1,1,65,0,2,40000
Kağıthane,Ortabayır Mah.,2,1,90,25,3,30000
Beşiktaş,Muradiye Mah.,2,1,55,25,0,29000
Şişli,Fulya Mah.,1,1,119,21,12,50000
Bahçelievler,Cumhuriyet Mah.,1,1,65,14,5,16000
Bakırköy,Zuhuratbaba Mah.,3,1,155,32,1,60000
Beşiktaş,Yıldız Mah.,3,1,130,38,2,60000
Kağıthane,Hamidiye Mah.,3,1,170,12,4,36000
Beyoğlu,Piri Paşa Mah.,2,1,95,14,3,30000
Fatih,Koca Mustafapaşa Mah.,1,1,60,40,2,17500
Pendik,Doğu Mah.,3,1,118,28,5,35000
Ataşehir,İçerenköy Mah.,3,1,139,26,7,35000
Kadıköy,Göztepe Mah.,3,1,140,40,9,40000
Beylikdüzü,Cumhuriyet Mah.,2,1,146,25,1,37500
Kağıthane,Yeşilce Mah.,3,1,100,29,1,18000
Esenler,Oruçreis Mah.,2,1,125,30,1,24000
Beşiktaş,Gayrettepe Mah.,2,1,89,12,2,46500
Üsküdar,Selimiye Mah.,2,1,85,35,0,21500
Ataşehir,Küçükbakkalköy Mah.,2,1,90,14,8,36000
Beşiktaş,Gayrettepe Mah.,1,1,74,13,6,39500
Beylikdüzü,Adnan Kahveci Mah.,2,1,154,20,14,25500
Pendik,Harmandere Mah.,2,1,110,14,6,34000
Maltepe,İdealtepe Mah.,3,1,110,25,3,30000
Kadıköy,Göztepe Mah.,3,2,168,0,8,97500
Kadıköy,19 Mayıs Mah.,3,1,140,31,1,60000
Beyoğlu,Bereketzade Mah.,4,1,180,99,4,70000
Maltepe,Küçükyalı Mah.,1,1,60,5,4,40000
Başakşehir,Bahçeşehir 1. Kısım Mah.,3,1,163,9,4,40000
Silivri,Selimpaşa Mah.,2,1,140,26,0,18000
Güngören,Tozkoparan Mah.,2,1,100,30,11,20000
Beşiktaş,Levazım Mah.,2,1,217,10,7,270000
Beşiktaş,Etiler Mah.,2,1,85,35,3,45000
Beyoğlu,Firuzağa Mah.,2,1,85,30,1,50000
Maltepe,İdealtepe Mah.,3,1,160,0,3,60000
Sarıyer,Maslak Mah.,2,1,115,8,10,75000
Bahçelievler,Bahçelievler Mah.,2,1,90,31,3,25500
Küçükçekmece,Atakent Mah.,3,1,152,11,5,35000
Şişli,İnönü Mah.,3,1,155,30,2,80000
Kağıthane,Şirintepe Mah.,2,1,92,28,2,15000
Esenyurt,Zafer Mah.,1,1,60,7,9,10000
Beylikdüzü,Marmara Mah.,3,1,200,0,4,43500
Şişli,Gülbahar Mah.,4,1,140,21,0,27000
Sarıyer,Yeniköy Mah.,5,1,250,20,3,100000
Bağcılar,Demirkapı Mah.,3,1,120,1,14,30000
Beşiktaş,Kültür Mah.,3,1,130,30,7,90000
Kartal,Kordonboyu Mah.,2,1,65,0,4,32000
Şişli,Fulya Mah.,2,1,110,27,0,31000
Kağıthane,Sultan Selim Mah.,3,1,100,15,0,10000
Şişli,İzzet Paşa Mah.,2,1,95,20,4,28000
Beylikdüzü,Yakuplu Mah.,2,1,90,20,5,13000
Kağıthane,Talatpaşa Mah.,2,1,104,0,11,33000
Beşiktaş,Mecidiye Mah.,2,1,89,25,1,26000
Sarıyer,Yeniköy Mah.,1,1,75,31,2,25000
Şişli,Teşvikiye Mah.,1,1,120,0,12,105000
Fatih,Cerrahpaşa Mah.,2,1,90,45,4,18000
Kağıthane,Çeliktepe Mah.,2,1,70,30,2,20000
Esenler,Nine Hatun Mah.,2,1,110,26,2,23000
Beykoz,Acarlar Mah.,2,1,174,0,7,130000
Fatih,Seyyid Ömer Mah.,1,1,65,45,3,16000
Bahçelievler,Yenibosna Merkez Mah.,3,1,156,11,0,65000
Beyoğlu,Sütlüce Mah.,3,1,110,30,0,30000
Üsküdar,Murat Reis Mah.,3,1,120,35,4,30000
Küçükçekmece,Yarımburgaz Mah.,2,1,90,0,2,21500
Sarıyer,Yeniköy Mah.,2,1,110,26,3,100000
Maltepe,Çınar Mah.,3,1,140,26,1,42500
Kağıthane,Merkez Mah.,2,1,90,2,15,31000
Sarıyer,Ayazağa Mah.,3,2,270,11,5,38000
Sarıyer,Maslak Mah.,3,1,199,5,11,85000
Beşiktaş,Cihannüma Mah.,2,1,90,25,-1,31000
Bakırköy,Yeşilköy Mah.,1,0,40,1,0,16500
Adalar,Maden Mah.,2,1,80,30,1,200000
Büyükçekmece,Celaliye Mah.,3,1,240,5,0,38000
Esenyurt,Barbaros Hayrettin Paşa Mah.,2,1,100,8,2,23000
Esenyurt,Üçevler Mah.,2,1,120,7,4,14000
Kadıköy,Göztepe Mah.,3,1,120,7,1,60000
Beşiktaş,Ulus Mah.,3,1,150,20,2,95000
Beyoğlu,Kalyoncu Kulluğu Mah.,1,1,70,31,0,18500
Küçükçekmece,Cennet Mah.,2,1,96,45,4,13000
Sarıyer,Zekeriyaköy Mah.,1,0,55,5,2,30000
Esenyurt,Aşık Veysel Mah.,1,1,68,3,8,20000
Güngören,Merkez Mah.,2,1,110,30,1,23000
Kağıthane,Ortabayır Mah.,2,1,80,10,-1,25000
Güngören,Tozkoparan Mah.,2,1,90,27,1,18000
Başakşehir,Ziya Gökalp Mah.,1,1,90,5,10,35000
Avcılar,Ambarlı Mah.,3,1,110,30,4,15000
Sancaktepe,Osmangazi Mah.,2,1,85,2,2,22000
Beşiktaş,Ulus Mah.,4,1,218,23,1,120000
Üsküdar,Zeynep Kamil Mah.,2,1,95,40,4,20000
Eyüpsultan,Göktürk Merkez Mah.,2,1,105,16,2,42000
Beykoz,Elmalı Mah.,3,1,160,26,2,23000
Pendik,Kavakpınar Mah.,3,1,95,31,0,13500
