district,neighborhood,room,living room,area (m2),age,floor,price
Sarıyer,Ayazağa Mah.,2,1,108,20,2,23000
Beyoğlu,Kuloğlu Mah.,3,1,165,91,3,65000
Kadıköy,Rasimpaşa Mah.,2,1,75,19,1,10000
Beylikdüzü,Cumhuriyet Mah.,2,1,125,25,4,35000
Beylikdüzü,Adnan Kahveci Mah.,3,1,210,16,13,25000
Beyoğlu,Hüseyinağa Mah.,1,0,33,55,2,18000
Küçükçekmece,Cennet Mah.,2,1,120,10,5,40000
Sarıyer,Maslak Mah.,4,1,386,5,14,155000
Maltepe,Feyzullah Mah.,3,2,240,30,3,75000
Şişli,Mecidiyeköy Mah.,1,1,108,11,0,17000
Sarıyer,Zekeriyaköy Mah.,4,1,250,16,1,100000
Beşiktaş,Türkali Mah.,2,1,110,26,4,37000
Beyoğlu,Gümüşsuyu Mah.,2,1,120,50,2,42000
Eyüpsultan,Güzeltepe Mah.,2,1,125,5,12,58000
Üsküdar,Aziz Mahmut Hüdayi Mah.,1,1,63,0,5,35000
Sarıyer,Emirgan Mah.,2,1,235,25,5,215000
Çekmeköy,Ömerli Mah.,5,1,280,0,3,110000
Kağıthane,Seyrantepe Mah.,2,1,130,3,8,55000
Kağıthane,Çağlayan Mah.,2,1,65,10,1,30000
Gaziosmanpaşa,Barbaros Hayrettinpaşa Mah.,2,1,100,25,3,17000
Şişli,Gülbahar Mah.,2,1,140,32,4,35000
Sarıyer,Pınar Mah.,1,1,50,35,0,11000
Küçükçekmece,Yeşilova Mah.,1,1,65,31,2,9000
Beşiktaş,Levazım Mah.,2,1,190,9,15,270000
Beşiktaş,Türkali Mah.,1,1,60,31,-1,15000
Bayrampaşa,Altıntepsi Mah.,2,1,84,33,2,20000
Şişli,Teşvikiye Mah.,3,1,170,31,1,80000
Beyoğlu,Cihangir Mah.,1,1,75,31,2,59500
Adalar,Maden Mah.,3,2,70,40,1,32250
Beyoğlu,Kalyoncu Kulluğu Mah.,1,0,25,40,1,21500
Beykoz,Paşabahçe Mah.,3,1,120,25,4,30000
Başakşehir,Bahçeşehir 1. Kısım Mah.,4,1,170,15,-1,54000
Fatih,Hırka-i Şerif Mah.,2,1,90,25,2,20000
Bakırköy,Yeşilköy Mah.,4,1,300,31,0,100000
Bakırköy,Kartaltepe Mah.,2,1,65,16,0,25500
Küçükçekmece,Fatih Mah.,2,1,95,40,2,15000
Sarıyer,Tarabya Mah.,2,1,100,18,0,16000
Şişli,Fulya Mah.,3,1,245,5,9,140000
Beşiktaş,Gayrettepe Mah.,1,1,57,0,2,46000
Esenyurt,Turgut Özal Mah.,1,0,39,0,2,15000
Esenyurt,Üçevler Mah.,1,1,75,5,13,12500
Şişli,Feriköy Mah.,2,1,80,15,3,45000
Kağıthane,Sultan Selim Mah.,2,1,100,31,1,17000
Üsküdar,Çengelköy Mah.,3,1,120,45,1,19500
Avcılar,Mustafa Kemal Paşa Mah.,2,1,100,22,2,16000
Kadıköy,Rasimpaşa Mah.,1,0,30,30,2,19000
Küçükçekmece,Yeni Mahalle Mah.,2,1,95,0,2,28000
Güngören,Gençosman Mah.,2,1,100,30,4,20000
Beykoz,Dereseki Mah.,1,1,65,20,1,13000
Kadıköy,Rasimpaşa Mah.,1,0,55,25,2,22500
Kağıthane,Merkez Mah.,1,1,60,4,5,40000
Kadıköy,19 Mayıs Mah.,3,1,160,32,2,40000
Ataşehir,Kayışdağı Mah.,2,1,65,16,0,18000
Çekmeköy,Merkez Mah.,2,1,65,12,1,25000
Başakşehir,Kayabaşı Mah.,2,1,107,0,14,34000
Başakşehir,Bahçeşehir 1. Kısım Mah.,1,1,75,11,6,20750
Beşiktaş,Gayrettepe Mah.,4,1,170,44,8,55000
Kadıköy,Erenköy Mah.,3,1,130,5,11,80000
Kadıköy,Rasimpaşa Mah.,2,1,85,30,3,34000
Şişli,Eskişehir Mah.,2,1,85,35,3,25000
Şişli,Halaskargazi Mah.,3,1,149,30,5,50000
Esenler,Fevzi Çakmak Mah.,1,1,120,17,5,14000
Beylikdüzü,Gürpınar Mah.,2,1,100,8,5,20000
Kağıthane,Çeliktepe Mah.,2,1,95,0,12,45000
Şişli,Paşa Mah.,1,1,55,18,-1,15000
Maltepe,Fındıklı Mah.,2,1,70,10,-1,22000
Ataşehir,Örnek Mah.,1,1,55,5,16,30000
Başakşehir,Başakşehir Mah.,1,1,69,0,5,25000
Bayrampaşa,Orta Mah.,2,1,65,40,1,12000
Sarıyer,Maslak Mah.,1,1,85,12,2,45000
Sarıyer,Tarabya Mah.,2,1,130,25,3,80000
Beyoğlu,Kuloğlu Mah.,2,1,140,40,2,45000
Şişli,Mecidiyeköy Mah.,2,1,70,5,1,27000
Sarıyer,Reşitpaşa Mah.,1,1,70,24,0,20000
Beylikdüzü,Dereağzı Mah.,2,1,110,9,0,20000
Avcılar,Denizköşkler Mah.,1,0,45,29,0,8000
Kağıthane,Gürsel Mah.,2,1,90,26,3,27000
Beykoz,Çubuklu Mah.,2,1,65,23,0,16000
Sarıyer,Zekeriyaköy Mah.,2,1,85,21,2,45000
Üsküdar,Ahmediye Mah.,1,1,65,31,4,14000
Esenyurt,Selahaddin Eyyubi Mah.,2,1,100,0,0,10000
Çekmeköy,Merkez Mah.,2,1,90,5,2,25500
Fatih,Cerrahpaşa Mah.,1,0,30,25,0,9000
Beyoğlu,İstiklal Mah.,2,1,80,5,0,20000
Beyoğlu,Cihangir Mah.,4,1,140,35,3,50000
Sarıyer,Huzur Mah.,2,1,76,0,1,40300
Sarıyer,Maslak Mah.,3,1,210,6,14,112000
Şişli,Halide Edip Adıvar Mah.,2,1,90,21,2,30000
Esenler,Tuna Mah.,2,1,90,26,4,14500
Pendik,Sapan Bağları Mah.,3,1,110,24,3,23000
Ataşehir,Atatürk Mah.,2,1,84,5,17,67920
Küçükçekmece,İstasyon Mah.,2,1,95,7,0,20000
Şişli,Cumhuriyet Mah.,1,1,88,13,21,56000
Kağıthane,Seyrantepe Mah.,2,1,90,11,1,25000
Kağıthane,Çeliktepe Mah.,2,1,100,1,3,46000
Fatih,Haseki Sultan Mah.,2,1,100,45,3,25000
Ümraniye,Atatürk Mah.,2,1,75,5,1,20000
Fatih,Koca Mustafapaşa Mah.,1,1,60,31,1,12500
Küçükçekmece,Gültepe Mah.,2,1,100,31,2,19000
Esenyurt,Saadetdere Mah.,2,1,110,11,1,14000
Tuzla,Mimar Sinan Mah.,2,1,100,5,7,18500
Kağıthane,Yeşilce Mah.,3,1,130,5,3,38000
Beyoğlu,Cihangir Mah.,3,1,110,50,2,60000
Maltepe,Altayçeşme Mah.,1,0,30,11,1,22000
Şişli,Mecidiyeköy Mah.,2,1,100,20,4,30000
Fatih,Seyyid Ömer Mah.,2,1,85,35,1,20000
Sarıyer,Zekeriyaköy Mah.,5,1,350,25,2,150000
Ümraniye,Saray Mah.,2,1,117,11,12,52000
Şişli,Merkez Mah.,2,1,90,5,2,66000
Şişli,Teşvikiye Mah.,1,1,70,60,1,60000
Küçükçekmece,Atatürk Mah.,2,1,90,23,0,20000
Avcılar,Gümüşpala Mah.,3,1,160,24,4,20000
Başakşehir,Ziya Gökalp Mah.,2,1,120,5,21,38000
Bağcılar,Yıldıztepe Mah.,4,1,130,12,2,28500
Esenyurt,Güzelyurt Mah.,1,1,60,5,4,15000
Başakşehir,Kayabaşı Mah.,2,1,90,13,6,23000
Büyükçekmece,Kamiloba Mah.,1,1,60,30,0,15000
Beylikdüzü,Kavaklı Mah.,5,1,325,0,0,130000
Kağıthane,Merkez Mah.,1,1,10,20,6,9000
Kadıköy,Bostancı Mah.,3,1,140,40,4,40000
Üsküdar,Bahçelievler Mah.,3,1,130,5,3,60000
Kağıthane,Mehmet Akif Ersoy Mah.,2,1,90,21,1,17000
Beşiktaş,Vişnezade Mah.,2,1,210,6,0,290000
Beyoğlu,Kamer Hatun Mah.,1,1,42,25,3,12500
Fatih,Koca Mustafapaşa Mah.,2,1,95,31,0,15000
Bağcılar,Demirkapı Mah.,2,1,85,35,0,11000
Bayrampaşa,Yenidoğan Mah.,2,1,105,30,2,30000
Şişli,Merkez Mah.,3,1,110,30,5,33000
Şişli,Halide Edip Adıvar Mah.,2,1,130,20,3,30000
Beykoz,Kavacık Mah.,3,1,130,16,2,42000
Kadıköy,Feneryolu Mah.,3,1,120,1,12,68000
Eyüpsultan,Emniyettepe Mah.,3,1,110,5,-1,35000
Bahçelievler,Yenibosna Merkez Mah.,3,1,220,5,4,60000
Beykoz,Yeni Mahalle Mah.,2,1,100,11,1,22000
Pendik,Fatih Mah.,3,1,110,11,2,21000
Şişli,Cumhuriyet Mah.,1,1,74,13,6,45000
Şişli,Bozkurt Mah.,3,1,170,32,2,45000
Kağıthane,Sultan Selim Mah.,2,1,85,25,2,17000
Üsküdar,Bulgurlu Mah.,2,1,80,23,2,27000
Şişli,Merkez Mah.,2,1,100,3,21,75000
Eyüpsultan,Emniyettepe Mah.,1,1,60,2,1,30000
Şişli,Meşrutiyet Mah.,2,1,70,26,2,65920
Eyüpsultan,Nişancı Mah.,1,0,23,26,-1,12000
Kağıthane,Hamidiye Mah.,3,1,185,2,6,95000
Esenyurt,Yeşilkent Mah.,2,1,115,11,11,16000
Fatih,Seyyid Ömer Mah.,1,1,60,38,2,15000
Avcılar,Merkez Mah.,2,1,100,4,5,17000
Beyoğlu,Hacıahmet Mah.,2,1,86,4,1,51500
Kartal,Hürriyet Mah.,5,2,310,0,0,150000
Beşiktaş,Bebek Mah.,2,1,60,30,4,120000
Kağıthane,Çağlayan Mah.,1,1,73,10,4,17000
Bayrampaşa,Altıntepsi Mah.,1,1,75,30,2,20000
Maltepe,Altayçeşme Mah.,1,1,59,1,5,32500
Fatih,Şehremini Mah.,1,1,75,35,1,15000
Avcılar,Gümüşpala Mah.,3,1,110,25,3,16000
Maltepe,Altıntepe Mah.,3,1,120,30,4,35000
Bahçelievler,Zafer Mah.,1,1,65,9,1,15000
Fatih,Ayvansaray Mah.,1,0,27,25,2,16000
Küçükçekmece,Atakent Mah.,3,1,120,30,2,35000
Beyoğlu,Şehit Muhtar Mah.,1,1,55,40,2,15000
Fatih,Ayvansaray Mah.,1,0,40,5,1,22000
Zeytinburnu,Veliefendi Mah.,2,1,75,27,4,14000
Kadıköy,Merdivenköy Mah.,3,1,130,31,5,34000
Başakşehir,Bahçeşehir 2. Kısım Mah.,1,1,66,11,17,21000
Eyüpsultan,Güzeltepe Mah.,1,1,80,19,1,26000
Kağıthane,Hamidiye Mah.,2,1,80,0,2,25000
Küçükçekmece,Fevzi Çakmak Mah.,3,1,110,19,1,19000
Ataşehir,İnönü Mah.,2,1,60,16,3,27000
Esenyurt,Barbaros Hayrettin Paşa Mah.,1,1,85,15,5,18000
Ataşehir,İçerenköy Mah.,2,1,90,40,5,20000
Beyoğlu,Kalyoncu Kulluğu Mah.,1,0,25,40,2,20500
Beylikdüzü,Gürpınar Mah.,1,1,100,8,5,17000
Şişli,Merkez Mah.,2,1,95,31,5,37500
Sarıyer,Huzur Mah.,2,1,145,3,17,70000
Beşiktaş,Gayrettepe Mah.,1,1,57,0,2,45000
Bakırköy,Şenlikköy Mah.,3,1,135,13,0,60000
Sarıyer,Maslak Mah.,2,1,146,10,12,70000
Kağıthane,Merkez Mah.,2,1,129,11,3,31000
Kadıköy,Fikirtepe Mah.,2,1,145,4,3,58000
Kadıköy,Osmanağa Mah.,1,1,55,35,4,31000
Sancaktepe,Osmangazi Mah.,1,1,65,3,0,22000
Esenyurt,Mehmet Akif Ersoy Mah.,2,1,100,7,1,15000
Şişli,19 Mayıs Mah.,2,1,171,21,4,75000
Esenler,Oruçreis Mah.,1,1,80,26,0,11000
Beykoz,Rüzgarlıbahçe Mah.,1,1,35,1,1,25000
Şişli,Gülbahar Mah.,5,1,160,11,5,23000
Maltepe,Küçükyalı Mah.,2,1,90,30,1,25000
Beyoğlu,Müeyyetzade Mah.,3,1,160,100,4,84000
Kağıthane,Merkez Mah.,1,1,94,4,11,50000
Beşiktaş,Yıldız Mah.,2,1,140,33,2,50000
Beşiktaş,Yıldız Mah.,2,1,140,33,2,50000
Sarıyer,Kireçburnu Mah.,3,1,140,25,1,40000
Eyüpsultan,Göktürk Merkez Mah.,2,1,120,14,1,48000
Pendik,Çınardere Mah.,3,1,125,1,9,33500
Maltepe,Altayçeşme Mah.,3,1,110,21,2,37500
Başakşehir,Bahçeşehir 2. Kısım Mah.,4,2,360,16,0,65000
Üsküdar,Acıbadem Mah.,2,1,100,0,2,52000
Sarıyer,Maslak Mah.,1,1,85,1,-1,49500
Şişli,Eskişehir Mah.,2,1,85,30,6,18000
Bahçelievler,Siyavuşpaşa Mah.,2,1,115,38,2,20000
Sarıyer,Reşitpaşa Mah.,4,1,280,23,1,160000
Sultanbeyli,Adil Mah.,5,1,188,0,4,41000
Maltepe,Bağlarbaşı Mah.,1,1,65,8,2,25000
Kadıköy,Göztepe Mah.,3,1,95,0,3,85000
Bağcılar,15 Temmuz Mah.,1,1,60,26,5,8500
Beylikdüzü,Yakuplu Mah.,1,0,44,0,2,15000
Beylikdüzü,Yakuplu Mah.,2,1,110,3,1,20000
Adalar,Burgazada Mah.,2,1,75,16,2,42500
Kadıköy,Caferağa Mah.,2,1,90,40,2,30000
Şişli,Gülbahar Mah.,2,1,100,15,2,25000
Avcılar,Denizköşkler Mah.,2,1,85,4,0,26000
Ümraniye,Çamlık Mah.,2,1,100,10,7,32000
Bakırköy,Şenlikköy Mah.,4,1,240,25,2,76000
Kağıthane,Seyrantepe Mah.,2,1,78,0,1,40250
Kağıthane,Talatpaşa Mah.,3,1,170,3,8,100000
Şişli,Merkez Mah.,3,1,180,26,2,50000
Zeytinburnu,Veliefendi Mah.,2,1,110,28,4,17000
Küçükçekmece,Cennet Mah.,3,1,120,26,1,45000
Kadıköy,Dumlupınar Mah.,1,1,54,3,1,35950
Esenyurt,Süleymaniye Mah.,2,1,90,8,5,13000
Güngören,Tozkoparan Mah.,2,1,90,31,11,20000
Şişli,Teşvikiye Mah.,2,1,90,50,0,50000
Kağıthane,Şirintepe Mah.,2,1,70,0,2,22000
Sancaktepe,Emek Mah.,2,1,100,5,5,20500
Kağıthane,Sultan Selim Mah.,2,1,80,5,1,25000
Beyoğlu,Şehit Muhtar Mah.,1,1,60,4,1,50000
Fatih,Silivrikapı Mah.,2,1,70,31,1,18000
Esenyurt,Saadetdere Mah.,3,1,130,16,3,15000
Sarıyer,Yeniköy Mah.,3,1,130,31,5,85000
Bağcılar,Mahmutbey Mah.,3,1,150,26,5,15000
Maltepe,Altayçeşme Mah.,3,1,135,25,2,32000
Sarıyer,Kocataş Mah.,2,1,100,30,1,25000
Kadıköy,Osmanağa Mah.,1,0,60,25,4,22500
Beykoz,Acarlar Mah.,4,1,210,1,4,145000
Kartal,Atalar Mah.,1,1,60,4,4,28000
Esenler,Fatih Mah.,1,1,60,8,0,11000
Ümraniye,Atakent Mah.,5,1,150,0,6,50000
Kağıthane,Gültepe Mah.,2,1,85,5,2,35000
Fatih,Şehremini Mah.,1,1,60,45,1,14500
Beşiktaş,Levent Mah.,2,1,240,5,21,145000
Esenler,Kemer Mah.,2,1,110,35,1,14500
Beyoğlu,Cihangir Mah.,1,1,75,31,4,65000
Şişli,Meşrutiyet Mah.,3,1,110,30,0,42000
Başakşehir,Ziya Gökalp Mah.,2,1,129,5,21,35000
Bakırköy,Zuhuratbaba Mah.,3,1,140,35,4,21000
Maltepe,İdealtepe Mah.,3,1,120,31,2,33000
Küçükçekmece,Cumhuriyet Mah.,3,1,135,30,1,17500
Bahçelievler,Zafer Mah.,2,1,100,31,2,20000
Avcılar,Merkez Mah.,3,1,135,20,2,23000
Gaziosmanpaşa,Merkez Mah.,2,1,110,21,5,17000
Beyoğlu,Şahkulu Mah.,3,1,185,130,4,105000
Fatih,Hırka-i Şerif Mah.,1,1,65,49,2,19000
Şişli,Teşvikiye Mah.,2,1,144,0,10,120000
Silivri,Ortaköy Mah.,5,1,550,0,0,55000
Küçükçekmece,İnönü Mah.,3,1,115,0,1,27500
Şişli,Mecidiyeköy Mah.,3,1,135,25,3,35000
Küçükçekmece,Fatih Mah.,3,1,130,32,3,12000
Pendik,Yenişehir Mah.,3,1,125,16,4,28000
Sarıyer,Ayazağa Mah.,3,1,178,8,12,115000
Şişli,Esentepe Mah.,3,1,135,31,1,55000
Çekmeköy,Mehmet Akif Mah.,2,1,85,5,1,27000
Şişli,Cumhuriyet Mah.,2,1,100,3,21,75000
Maltepe,Aydınevler Mah.,3,1,120,13,2,30750
Esenyurt,İncirtepe Mah.,3,1,140,10,0,15000
Esenyurt,Yeşilkent Mah.,1,1,70,5,13,12000
Fatih,Koca Mustafapaşa Mah.,1,1,70,35,3,18000
Kağıthane,Sultan Selim Mah.,2,1,80,30,5,30000
Beyoğlu,Kuloğlu Mah.,2,1,140,40,2,45000
Kağıthane,Telsizler Mah.,1,1,45,5,7,30000
Kadıköy,Caddebostan Mah.,2,1,98,1,10,78000
Beyoğlu,Kamer Hatun Mah.,1,1,60,50,-2,20500
Büyükçekmece,Fatih Mah.,2,1,100,30,2,20000
Beykoz,Çubuklu Mah.,3,1,130,21,2,35000
Esenyurt,Şehitler Mah.,3,1,140,10,5,9000
Sarıyer,Zekeriyaköy Mah.,3,1,215,0,3,120000
Beyoğlu,Kalyoncu Kulluğu Mah.,1,1,55,40,4,25000
Şişli,Mecidiyeköy Mah.,1,1,70,21,1,18000
Beyoğlu,Şehit Muhtar Mah.,3,1,169,3,5,140000
Esenler,Davutpaşa Mah.,2,1,100,10,0,20000
Kağıthane,Telsizler Mah.,2,1,105,30,2,19750
Üsküdar,Murat Reis Mah.,3,1,120,31,5,30000
Başakşehir,Bahçeşehir 2. Kısım Mah.,1,1,70,2,10,19500
Adalar,Burgazada Mah.,1,1,80,30,1,23000
Beylikdüzü,Adnan Kahveci Mah.,2,1,140,15,9,22500
Fatih,Aksaray Mah.,3,1,120,21,-1,20000
Bağcılar,Kirazlı Mah.,2,1,85,26,3,15000
Şişli,Gülbahar Mah.,2,1,95,6,2,25000
Şişli,Halide Edip Adıvar Mah.,3,1,130,12,2,40000
Zeytinburnu,Maltepe Mah.,2,1,75,1,2,38000
Beyoğlu,Kalyoncu Kulluğu Mah.,1,0,22,2,0,18900
Sarıyer,Ayazağa Mah.,4,1,210,5,7,130000
Şişli,Merkez Mah.,3,1,145,5,3,100000
Maltepe,Altayçeşme Mah.,2,1,70,4,6,42500
Sarıyer,Maslak Mah.,3,1,170,10,10,85000
Kadıköy,Fikirtepe Mah.,2,1,140,4,4,58000
Üsküdar,Cumhuriyet Mah.,3,1,130,4,1,39500
Kağıthane,Gürsel Mah.,1,1,60,3,0,20000
Eyüpsultan,Emniyettepe Mah.,1,1,65,3,2,25500
Şişli,Kuştepe Mah.,2,1,70,4,0,17500
Küçükçekmece,Cumhuriyet Mah.,3,1,110,22,1,19000
Pendik,Harmandere Mah.,1,1,60,8,2,28000
Fatih,Ayvansaray Mah.,1,0,25,25,4,14000
Fatih,Koca Mustafapaşa Mah.,1,0,33,35,2,7500
Şişli,Fulya Mah.,2,1,95,27,3,25000
Eyüpsultan,Güzeltepe Mah.,1,1,77,4,14,45000
Üsküdar,Beylerbeyi Mah.,4,1,258,43,1,290000
Beykoz,Paşabahçe Mah.,4,1,175,55,4,70000
Beylikdüzü,Dereağzı Mah.,3,2,260,4,5,25000
Sarıyer,Maslak Mah.,1,1,85,1,10,49250
Maltepe,Altayçeşme Mah.,3,1,110,30,2,37500
Sarıyer,Kireçburnu Mah.,6,2,400,27,0,150000
Beşiktaş,Levent Mah.,3,1,330,5,21,190000
Şişli,Eskişehir Mah.,1,1,80,35,5,15000
Şişli,Kuştepe Mah.,2,1,100,0,-2,32000
Beylikdüzü,Gürpınar Mah.,2,1,110,8,-2,23000
Başakşehir,Bahçeşehir 2. Kısım Mah.,1,1,66,11,7,20000
Esenyurt,Koza Mah.,1,1,68,5,2,12900
Sarıyer,Maslak Mah.,1,1,94,4,3,50000
Kağıthane,Gürsel Mah.,1,1,67,15,1,25000
Küçükçekmece,Cumhuriyet Mah.,3,1,105,26,3,18000
Beşiktaş,Mecidiye Mah.,2,1,102,20,3,32000
Fatih,Mevlanakapı Mah.,1,1,65,35,4,15000
Esenyurt,Mehmet Akif Ersoy Mah.,1,1,65,5,2,15000
Ataşehir,Barbaros Mah.,2,1,138,13,21,60000
Şişli,Paşa Mah.,2,1,75,10,0,20000
Bakırköy,Şenlikköy Mah.,6,2,385,5,1,250000
Tuzla,Şifa Mah.,3,1,120,2,2,23000
Şişli,İzzet Paşa Mah.,2,1,100,21,1,25000
Beykoz,Yeni Mahalle Mah.,2,1,110,11,1,23000
Çekmeköy,Mimar Sinan Mah.,3,1,180,11,0,25000
Sarıyer,Yeni Mah.,3,1,180,26,5,65000
Maltepe,Zümrütevler Mah.,2,1,100,28,1,19000
Fatih,Koca Mustafapaşa Mah.,3,1,130,31,2,20000
Beşiktaş,Konaklar Mah.,1,1,55,1,4,33000
Üsküdar,Burhaniye Mah.,4,2,407,0,4,140000
Gaziosmanpaşa,Karadeniz Mah.,2,1,120,10,10,38000
Beylikdüzü,Sahil Mah.,3,2,200,4,4,29000
Şişli,Kuştepe Mah.,1,0,20,1,1,12500
Sarıyer,Sarıyer Merkez Mah.,3,1,150,40,2,60000
Şişli,Fulya Mah.,2,1,90,3,7,40000
Kağıthane,Talatpaşa Mah.,3,1,115,26,1,17000
Beşiktaş,Türkali Mah.,2,1,80,30,1,28000
Bağcılar,Fevzi Çakmak Mah.,2,1,80,21,1,15000
Küçükçekmece,Fatih Mah.,2,1,95,30,2,15000
Bahçelievler,Kocasinan Merkez Mah.,2,1,75,30,2,16000
Şile,Çavuş Mah.,3,1,120,16,2,40000
Beylikdüzü,Büyükşehir Mah.,3,1,105,25,2,19500
Şişli,Bozkurt Mah.,2,1,90,40,1,26000
Beykoz,Fatih Mah.,1,1,35,16,0,17500
Kağıthane,Hamidiye Mah.,1,1,120,1,8,40000
Beşiktaş,Levazım Mah.,2,1,190,5,1,300000
Maltepe,Çınar Mah.,3,0,135,35,2,40000
Çekmeköy,Merkez Mah.,3,1,125,0,2,25000
Beşiktaş,Nisbetiye Mah.,6,1,220,26,5,90000
Fatih,Şehremini Mah.,2,1,75,38,1,25000
Şişli,Gülbahar Mah.,3,1,125,20,1,30000
Sarıyer,Maslak Mah.,1,1,85,14,21,50000
Kağıthane,Gürsel Mah.,1,1,60,8,-2,17500
Beyoğlu,Asmalı Mescit Mah.,1,1,75,89,3,45000
Sarıyer,Zekeriyaköy Mah.,1,1,75,5,2,48000
Beyoğlu,Kuloğlu Mah.,1,1,50,40,5,20000
Ataşehir,Mevlana Mah.,3,1,110,21,3,27500
Beykoz,Kanlıca Mah.,2,1,60,26,0,42000
Beykoz,Gümüşsuyu Mah.,2,1,115,21,0,80000
Başakşehir,Bahçeşehir 2. Kısım Mah.,2,1,75,1,4,22000
Sarıyer,Maslak Mah.,3,1,170,12,5,85000
Maltepe,Aydınevler Mah.,1,1,60,13,0,18750
Kağıthane,Hamidiye Mah.,2,1,65,0,1,22500
Avcılar,Tahtakale Mah.,2,1,120,7,19,33000
Esenler,Kemer Mah.,2,1,100,34,1,17000
Silivri,Gümüşyaka Mah.,2,1,95,15,-2,12000
Çekmeköy,Merkez Mah.,2,1,80,1,1,22000
Fatih,Mevlanakapı Mah.,1,1,55,50,-1,10000
Küçükçekmece,Mehmet Akif Mah.,2,1,80,20,2,14000
Beyoğlu,Hüseyinağa Mah.,1,0,40,25,2,25000
Beykoz,Kavacık Mah.,2,1,100,30,2,18000
Eyüpsultan,Karadolap Mah.,1,1,60,5,1,25000
Şişli,Paşa Mah.,3,1,100,25,1,33000
Şişli,Mecidiyeköy Mah.,1,1,70,21,-1,15000
Ataşehir,Esatpaşa Mah.,2,1,90,8,3,25000
Küçükçekmece,Kanarya Mah.,1,1,60,35,0,13000
Zeytinburnu,Çırpıcı Mah.,2,1,100,30,4,17000
Kağıthane,Çeliktepe Mah.,2,1,75,12,4,16000
Eyüpsultan,Merkez Mah.,1,1,75,40,1,19000
Sarıyer,Maden Mah.,3,1,140,31,2,45000
Beylikdüzü,Adnan Kahveci Mah.,3,1,175,15,6,27000
Kağıthane,Şirintepe Mah.,2,1,80,15,2,18000
Şişli,Halide Edip Adıvar Mah.,2,1,70,14,1,25000
Sarıyer,Reşitpaşa Mah.,1,1,55,24,0,17000
Ümraniye,Tatlısu Mah.,2,1,110,11,1,35000
Sarıyer,Huzur Mah.,1,1,75,3,4,55000
Kadıköy,Osmanağa Mah.,1,1,55,35,4,26000
Kartal,Cumhuriyet Mah.,3,1,125,5,2,28000
Sarıyer,Maslak Mah.,3,1,170,10,9,80000
Beylikdüzü,Kavaklı Mah.,5,1,265,0,4,35000
Kağıthane,Seyrantepe Mah.,2,1,125,3,2,72500
Eyüpsultan,Alibeyköy Mah.,2,1,82,0,5,30000
Sarıyer,Ayazağa Mah.,3,1,110,21,2,19500
Zeytinburnu,Çırpıcı Mah.,2,1,100,31,3,23000
Kartal,Yunus Mah.,3,1,120,26,3,29000
Üsküdar,Güzeltepe Mah.,2,1,100,21,1,22000
Kağıthane,Merkez Mah.,2,1,110,0,1,51000
Küçükçekmece,İnönü Mah.,1,1,70,20,1,10000
Sarıyer,Huzur Mah.,1,1,65,5,8,55000
Küçükçekmece,İnönü Mah.,2,1,123,0,2,45000
Avcılar,Denizköşkler Mah.,1,0,50,25,0,12000
Kadıköy,Bostancı Mah.,3,1,135,4,2,120000
Arnavutköy,Boğazköy İstiklal Mah.,2,2,200,21,0,29000
Sancaktepe,Veysel Karani Mah.,3,1,167,4,11,56000
Eyüpsultan,Göktürk Merkez Mah.,4,1,216,0,5,110000
Kadıköy,Merdivenköy Mah.,3,1,130,21,3,40000
Çekmeköy,Merkez Mah.,1,1,90,8,5,19750
Sarıyer,Zekeriyaköy Mah.,3,1,175,3,0,98000
Beşiktaş,Levent Mah.,1,1,150,5,10,75000
Şişli,Kuştepe Mah.,2,1,75,21,3,19000
Üsküdar,Zeynep Kamil Mah.,1,1,55,31,0,30000
Maltepe,Aydınevler Mah.,2,1,90,15,5,30000
Bakırköy,Yeşilköy Mah.,3,1,130,31,3,35000
Beşiktaş,Sinanpaşa Mah.,2,1,120,40,2,35000
Başakşehir,Altınşehir Mah.,2,1,79,4,5,13000
Üsküdar,Bulgurlu Mah.,1,0,40,18,1,16000
Esenyurt,Talatpaşa Mah.,2,1,130,4,2,10000
Sarıyer,Maslak Mah.,1,1,75,7,21,40000
Fatih,Mevlanakapı Mah.,2,1,85,35,3,20000
Adalar,Heybeliada Mah.,1,1,70,100,0,25000
Bakırköy,Zuhuratbaba Mah.,3,1,120,35,0,35000
Beşiktaş,Levent Mah.,1,1,120,5,11,90000
Üsküdar,Cumhuriyet Mah.,3,1,135,18,4,28000
Şişli,Gülbahar Mah.,3,3,230,21,4,23000
Kadıköy,Göztepe Mah.,3,1,108,5,9,91440
Tuzla,Mimar Sinan Mah.,2,1,110,11,9,25000
Üsküdar,Küçüksu Mah.,2,1,100,20,1,20000
Beşiktaş,Gayrettepe Mah.,3,1,135,31,1,40000
Ümraniye,Aşağı Dudullu Mah.,2,1,80,1,5,23500
Sarıyer,Yeniköy Mah.,2,1,110,16,3,45000
Beykoz,Merkez Mah.,2,1,150,35,4,32000
Kağıthane,Ortabayır Mah.,2,1,100,1,5,50000
Bayrampaşa,İsmet Paşa Mah.,2,1,85,25,1,22000
Sultangazi,Cebeci Mah.,2,1,90,10,4,17500
Beyoğlu,Cihangir Mah.,3,1,201,31,4,100000
Beylikdüzü,Yakuplu Mah.,1,1,70,0,2,17000
Üsküdar,Acıbadem Mah.,3,1,135,26,4,50000
